client,cmt,level,like,nn,prov,reply,score,time
0,总的来说还不错,105,0,h***0,,0,5,2017-01-05 17:52:33
4,不错，今天刚到，外观漂亮,62,0,韩张伟,安徽,0,5,2017-01-16 05:14:27
2,好评！,61,0,j***8,江苏,0,5,2017-01-16 18:55:04
4,商品不太好用,62,0,j***子,,0,5,2016-12-28 13:03:04
4,很好,61,0,h***9,安徽,0,5,2016-12-04 10:59:58
4,孩子洗澡用挺暖和,105,0,莫***2,北京,0,5,2016-11-11 20:55:35
2,东西很好，一开马上有热风！物流快得离谱！！,61,0,j***h,,1,5,2017-01-14 16:57:41
2,送货速度很快,105,0,小***子,上海,0,5,2017-01-16 16:32:38
4,好东西，外观和质量很好，很耐用，很喜欢。,61,0,j***w,,0,5,2017-01-11 23:21:09
2,东西很好，很喜欢，很好用,105,0,j***e,上海,0,5,2016-11-22 22:34:29
4,还不错，冬天给小宝宝用的,62,0,c***k,广东,0,5,2017-01-02 15:42:44
4,还可以,61,0,j***w,,0,5,2016-11-22 15:11:53
4,很棒呀,61,0,s***8,陕西,0,5,2016-11-25 21:26:56
2,京东的物流国内一级棒，东西也不错。赞一个,105,0,j***h,上海,0,5,2017-01-16 09:45:17
2,暖和，好用，安全，赞,62,0,R***e,陕西,0,5,2017-01-16 14:53:23
4,挺好的,62,0,h***9,广东,0,5,2017-01-16 09:25:23
4,不错不错，一直相信京东，一定要给好评,56,0,j***a,,0,5,2017-01-09 23:12:34
2,出热风快，声音小，使用方便！,62,0,j***i,,0,5,2016-11-28 09:00:37
2,使用非常好，很暖和,62,0,q***5,江苏,0,5,2017-01-12 21:55:35
2,挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的,105,0,l***y,江苏,0,5,2017-01-15 21:16:42
21,非常好，用了好久了，赞一个,56,0,o***x,,0,5,2016-11-19 08:53:52
2,这辈子认定京东，服务到位！再谢。,61,0,j***N,江苏,0,5,2017-01-16 19:55:00
4,东西不错，升温快，声音也不大,61,0,胡***炳,,0,5,2017-01-13 21:58:37
2,买给爸爸的，他很开心,61,0,j***0,广东,0,5,2017-01-16 14:18:53
4,东西试用了一下效果不错，等以后用一下再做评价,61,0,下***水,山东,0,5,2017-01-11 23:19:20
4,效果不错，吹出来的风挺暖和的，样子也挺好,62,0,v***m,四川,0,5,2016-11-04 21:31:59
2,放浴室用的，效果不错,62,0,j***7,上海,0,5,2016-12-26 17:45:45
4,还可以吧，温度还是很高的  后期再看看吧！,56,0,阿***8,,0,5,2017-01-15 01:29:55
2,帮嫂子买的，她说可以。,61,0,y***4,,0,5,2017-01-09 13:50:16
4,不错的一小暖宝,56,0,j***y,,0,5,2017-01-14 00:12:25
4,好就是好,61,0,j***e,,0,5,2017-01-15 18:36:30
4,试用了一下，挺好的，热风很大，很暖，放在浴室用应该很赞?,61,0,j***j,,0,5,2017-01-16 11:35:32
2,很好,61,0,j***2,,0,5,2017-01-15 19:57:04
21,快 超级快 早上买下午到,56,0,x***k,,0,5,2017-01-17 10:04:06
2,不错,56,0,z***j,,0,5,2017-01-13 22:52:17
4,便携性好，热风有力??,105,0,j***r,天津,0,5,2017-01-03 19:50:58
0,东西不错，快递确实快,56,0,l***8,,0,5,2017-01-15 15:28:33
4,。,61,0,K***丶,,0,5,2017-01-16 12:31:18
4,好用实惠，方便,62,0,j***珠,广东,0,5,2017-01-09 15:32:00
4,风挺暖，用着不错,56,0,f***3,河南,0,5,2017-01-15 21:34:15
4,暖风机不错，很快就暖，非常不错,61,0,h***o,,2,5,2017-01-17 09:11:36
0,送我朋友的，她非常稀罕,62,0,j***4,上海,0,5,2017-01-16 10:07:58
2,暖风机效果不错，升温较快,105,0,r***l,,0,5,2016-11-01 07:23:31
4,上面的旋钮是调节室温的，下面的旋钮是换挡的，室温达到了后会自动停机，要调节下面档次的旋钮才能调风的温度，所以用的时候上下两个旋钮都要打开才能工作，即使是低档吹出来的风很烫，最好别直接对着脚。美的大牌信得过，功能完好，很赞！,61,0,W***n,广东,0,5,2016-12-29 03:04:38
4,物流快，东西好,56,0,j***8,广东,0,5,2016-12-24 15:56:57
0,包装特好 送货快 正品,105,0,小***菇,浙江,0,5,2016-11-09 09:18:22
4,已经是第二个了，大品牌好用是必然的，这个是帮哥哥买的，哥哥很满意！,105,0,3***伟,,0,5,2017-01-14 16:45:13
4,东西很好用,61,0,创***家,,0,5,2016-12-30 07:39:22
2,好好好好好好好好好好,61,0,丶天天天天天天天天,北京,0,5,2016-12-09 07:45:34
4,快递真是神速，支持京东自营的东西~,105,0,z***g,江苏,0,5,2016-12-16 22:19:34
4,制热快，在家冲凉，再也不感觉那么冷了。,62,0,j***6,广东,0,5,2016-12-12 13:10:05
4,不错啊不错啊不错啊不错啊不错啊不错啊,62,0,j***p,,0,5,2017-01-12 22:13:50
2,很好用 没有声音 风也很热,105,0,来***6,浙江,0,5,2016-11-23 12:03:20
4,制暖效果不错，热的很快，使用很方便,61,0,飘***魇,山东,0,5,2017-01-14 07:38:02
2,还没看见,62,0,q***1,贵州,0,5,2017-01-15 13:56:03
2,好用,62,0,j***9,,0,5,2017-01-12 22:47:13
2,非常好,56,0,j***z,,0,5,2017-01-12 15:44:33
4,挺实用的，家里有小孩的冬天洗澡可用，也可用来吹干口水巾哪些，方便携带！,61,0,米***兰,四川,0,5,2016-12-31 20:51:10
2,机子小巧，暖和，但就是味道太大了。开了几个小时散味道中。。希望好点,62,0,金***呜,浙江,0,5,2017-01-15 22:38:38
4,一般吧，热度不算太大，将就用吧,56,0,j***v,,0,5,2016-11-20 19:47:09
2,在用了，小房间用这个比空调热的快～,62,0,糯***子,上海,0,5,2017-01-16 11:12:54
2,美的大品牌，还是可以的赞,62,0,1***p,,0,5,2017-01-15 02:40:54
4,东西不错，好,62,0,f***d,湖北,0,5,2017-01-13 23:09:19
2,通过价格保护十元，还没到账，比其他网站还贵二十元，货比三家很重要，值得表扬送货师傅神速，,62,0,8***m,北京,0,4,2017-01-15 22:36:13
4,还没有试用,61,0,j***d,,0,5,2016-11-10 21:09:16
21,好，热的快,56,0,j***e,,0,5,2017-01-13 20:38:27
4,使用很方便，不错，用着很顺手。不错，不错，很暖和，出风口挺热。,61,0,我***霞,,0,5,2016-12-07 19:35:49
0,外观美观、制热效果快、功率很大,62,0,j***0,福建,0,5,2017-01-15 15:14:59
0,还可以,62,0,杨***骄,,0,5,2016-11-29 21:16:02
0,很好，满意！,56,0,杨***颖,,0,5,2016-11-22 18:52:01
4,好,61,0,j***c,,0,5,2017-01-12 19:03:45
4,还行！,61,0,彼***9,山东,0,5,2016-12-06 12:09:55
4,还行,56,0,j***1,,0,5,2016-11-18 14:30:40
2,非常好，值得信赖，下次还会再来的,105,0,s***7,北京,0,5,2016-11-23 10:00:59
4,已经第二次购买了，质量杆杆滴，之前第一个是买给宝宝的，现在这个是买个外公的，没想到把风机放在房间里吹效果也是很给力滴～赞一个???,105,0,h***0,广东,0,5,2017-01-15 12:37:58
2,不错 暖和,105,0,肯定绝对,四川,0,5,2017-01-07 11:00:32
2,取暖面积不是很大，一开始按的有点高，一点效果都没有，后来按低了才稍微暖和些,105,0,j***n,山东,0,5,2016-11-10 14:21:42
4,不错！已用上|,62,0,j***r,浙江,0,5,2017-01-12 16:06:40
4,用了段时间，暖风给力啊,62,0,j***0,河北,0,5,2016-12-21 19:11:45
2,不错 给小孩买的 洗澡睡觉都不怕冷了,61,0,廖***昕,,0,5,2016-11-11 22:59:43
4,很好用，很好用，非常好用不错的产品,61,0,F***3,,0,5,2017-01-15 22:35:35
4,已经用了才来评价的，运转很安静，热量也很足！,105,0,两***步,河北,0,5,2017-01-15 17:12:20
0,信赖京东，一如既往的支持,105,0,大***风,北京,0,5,2017-01-01 17:24:13
2,好,62,0,j***7,,0,5,2016-12-31 22:55:37
4,热的很快，也没有味，样子小巧可爱,62,0,f***3,陕西,0,5,2017-01-06 10:04:56
0,"质量有保证,服务不错,价格便宜,京东放心,还可以,非常满意,还不错,宝宝用的,包装不错",105,0,奇***生,浙江,0,5,2016-11-11 16:17:57
0,不错,105,0,t***b,上海,0,5,2017-01-13 14:28:33
4,好评不错,56,0,歆***8,,0,5,2016-12-03 05:40:40
2,试了一下感觉还可以，准备拿回寝室，阴雨天气还可以吹一下湿漉漉的衣服,62,0,j***5,江西,0,5,2017-01-16 09:16:34
2,还好吧,105,0,l***3,北京,0,5,2016-11-11 00:31:19
2,很暖 就是买完就降价,105,0,印***穷,上海,0,5,2016-12-16 07:41:02
2,还可以,62,0,耶***昏,上海,0,5,2017-01-16 22:09:58
0,小巧方便，但我觉得不怎么暖和,62,0,银***杉,,0,4,2016-11-10 14:43:31
4,?,62,0,j***3,北京,0,5,2017-01-14 16:23:42
4,暖风很适合在北方使用，气温差不大的情况下效果比较明显，声音也不大,61,0,t***2,,0,5,2016-12-28 19:49:39
0,洗澡的话  热的还是有点慢  不如浴霸，不过比浴霸健康，但是很吃电,62,0,j***1,陕西,0,4,2017-01-08 08:25:19
0,可以。。。。。。。。。。。。。。。。,105,0,z***7,广东,0,5,2017-01-12 20:31:20
2,新机吹出的风有塑胶味，希望用久一点不会这样,61,0,j***4,广东,0,5,2017-01-13 12:06:41
2,不错,105,0,冰***8,黑龙江,0,5,2016-12-13 13:53:05
2,暖风吹到区域大，非常好，169买的，物美价廉。,62,0,小***河,江苏,0,5,2017-01-12 09:10:26
0,东西确实不错  对得起这个价格,61,0,1***m,河北,0,5,2016-10-29 09:36:37
4,不错，给宝宝用够了,61,0,y***d,上海,0,5,2016-11-19 14:58:05
4,不错。已经开始用了。。。满热的！！！！！！,61,0,魂***冷,江苏,0,5,2017-01-16 06:59:27
0,挺好的 谢谢一哈,61,0,浮***殇,上海,0,5,2016-11-21 15:55:30
2,好用！很好用！制热很快！,61,0,j***枫,,0,5,2017-01-15 21:09:38
2,好好好好好好,61,0,j***m,,0,5,2017-01-14 18:05:15
0,调档功能没用，热风都是一个热度！！！\n不知道是坏了还是别的？买的时候发票说明书啥的都没有~~~~也不想修理了,62,0,陆***明,广东,0,2,2016-11-28 19:50:19
0,用的很满意。,61,0,l***1,,0,5,2017-01-05 12:27:38
0,温度还可以，就是热风距离有点近只能吹到1米左右，之外明显感觉温度低。,62,0,j***p,广西,0,4,2016-12-26 10:23:08
2,质量好，风力也很大，不错,105,0,欧***克,上海,0,5,2017-01-12 08:12:37
4,浴室使用很暖和，已经购买2个。推荐购买。,105,0,z***m,,0,5,2016-11-09 09:08:52
4,浴室使用很暖和，已经购买2个了。,105,0,z***m,,0,5,2016-11-26 08:03:53
4,商品已收到，用了就好了挺不错的，杂音不大，我很喜欢，就是胶的味道太浓了,61,0,j***s,广东,0,5,2017-01-13 23:11:55
2,好好好好好好哈哈哈哈哈哈哈哈哈哈,62,0,j***i,上海,0,5,2017-01-06 02:13:34
4,暖风机还不错，热得很快，冬天洗澡再也不怕冷了,62,0,小志姆,福建,0,4,2016-11-29 10:12:20
4,还不错，热的比较快，放在各个地方用都很方便,61,0,我***计,,0,5,2017-01-11 11:40:43
2,比较满意  无声  风大 够热乎,105,0,粉***哥,重庆,0,5,2017-01-15 10:30:15
4,外观挺好的，质量不错，发热快，冬天的好东西。,105,0,j***2,广东,0,3,2016-11-28 09:22:49
21,不错性价比超高,62,0,龙***傲,北京,0,5,2016-11-19 22:11:42
4,没用了，我们同事买过，还不错，,62,0,媚***梦,陕西,0,5,2017-01-11 19:47:05
0,东西真的很好用，声音不大，制热快,61,0,唐***2,,0,5,2017-01-14 13:19:46
2,质量不行，都烫坏了,105,0,j***n,江苏,0,5,2016-11-08 10:07:22
2,挺好的挺好的挺好的挺好的,56,0,j***j,,0,5,2016-12-26 10:59:42
4,保贝挺好的，加热的快，声音还小,62,0,j***b,,0,5,2016-12-26 08:51:36
2,很方便，从此冷落了空调。美的，你为什么如此任性，不考虑友商的感受？,62,0,h***d,安徽,0,5,2016-12-30 13:51:57
2,东西很好,56,0,风***二,,0,5,2016-11-28 11:51:46
4,取暖效果还不错，就是说明书太简单了，连挂壁都没有图片说明,62,0,w***g,福建,0,5,2017-01-13 13:34:24
4,东西很不错，是一次愉快的购物！,56,0,j***4,,0,5,2017-01-12 23:29:44
4,已经用上了，不错,105,0,言***契,,0,5,2017-01-14 23:58:18
2,很好的小东西～很温暖～,105,0,h***8,福建,0,5,2016-12-29 23:08:13
4,电话不通知，快递也不送，热风机很好，装在卫生间热的很快，洗澡不冷。,62,0,清***0,河南,1,5,2017-01-11 23:11:12
4,东西质量不错 满意,61,0,余***8,,0,5,2016-11-22 20:25:35
4,很好用，买给老婆的，等着回去看效果,105,0,霸***3,北京,0,5,2017-01-13 18:42:30
4,正好赶上大冷天给宝宝用，制热快，还不错,61,0,j***k,,0,5,2017-01-11 22:47:08
4,好好好好好好好好好好好,105,0,j***y,四川,0,5,2016-11-08 09:43:07
21,"很好,而且省电",56,0,j***k,,0,5,2016-12-27 11:12:23
2,给我宝宝洗澡的时候开着用的！很好用！浴室里暖暖的！不怕宝宝着凉,62,0,j***j,,0,5,2016-12-30 17:31:11
2,挺好用的，就是风小了一点,62,0,yangbo949625,,0,5,2016-11-12 09:49:47
0,正品，包装好，实用方便，推荐购买！,105,0,s***y,四川,0,5,2016-11-14 14:16:27
2,帮同事购买的，外观漂亮，都很喜欢,105,0,花***下,四川,0,5,2016-11-16 11:27:03
0,买回来和浴霸差不多的热，好处是可以随意移动。,61,0,柯永贵,湖南,0,4,2017-01-12 15:08:44
4,用了两三个月了，一直开着都没问题，不错,61,0,晴***i,,0,5,2016-10-30 13:02:50
4,好用，产品外观漂亮大方，制热快，暖暖的！,62,0,M***1,,0,5,2017-01-14 10:27:49
4,挺好的，很暖，小巧美观～相信美的的质量～晚上的时候声音还是有点响的！,61,0,y***2,广西,0,5,2017-01-13 13:40:55
2,暖风速度快 好好好好好好好好好,105,0,y***6,北京,0,5,2016-10-20 08:57:10
21,好用，配送快,62,0,M***a,广东,0,5,2017-01-15 10:22:40
2,不错，热风很快。,105,0,j***i,四川,0,5,2017-01-14 10:19:56
4,蛮好,61,0,歪***y,,0,5,2016-11-21 15:56:36
2,效果不错，来用快。,105,0,z***u,安徽,0,5,2017-01-12 15:37:52
4,挺好的,61,0,帅***克,,0,5,2016-12-06 19:17:23
4,好看，加热速度很快，希望质量也不错,62,0,1***8,北京,0,5,2017-01-10 13:10:27
2,物超所值，价格也不贵,105,0,小***1,,0,5,2017-01-09 00:10:23
0,好用,62,0,z***9,四川,0,5,2016-11-10 13:44:27
21,很小巧方便，热力十足,61,0,j***1,山东,0,5,2016-12-13 20:40:57
4,用着洗澡热风只有10厘米，离远点是冷风,62,0,j***k,,0,2,2016-12-28 08:58:12
0,东西不错，制热效果快，外观美观，使用方便。,62,0,s***8,广东,0,5,2016-12-12 09:31:15
2,还行 刚开始用有塑料味 热的快 给宝宝洗澡,105,0,h***o,广东,0,5,2016-12-27 15:22:47
4,好，快，暖和。,61,0,L***2,广东,0,5,2017-01-14 16:04:18
4,产品性价比高,61,0,恩***利,上海,0,5,2017-01-15 12:45:22
2,物品不錯，用了3天還是有異味，希望異味快點消失,62,0,b***i,广东,0,5,2017-01-12 13:52:49
2,非常实用,61,0,j***5,,0,5,2016-12-17 14:18:05
4,看上去还可以，热风吹起来很快。,61,0,堕***回,江苏,0,5,2017-01-15 18:33:48
4,不错，特别暖和,105,0,宁***y,,0,5,2017-01-12 21:24:55
4,外形很漂亮,61,0,j***z,广东,0,5,2017-01-15 18:03:43
4,非常棒的产品，有了它，屋里暖和多了,56,0,5***e,北京,0,5,2017-01-15 15:21:40
2,还不错，迷你型，挺快暖的，可惜不能转动。,56,0,默***語,,0,5,2016-12-12 23:46:05
4,给宝宝洗澡的时候，一直再用它,61,0,j***o,云南,0,5,2016-11-11 23:59:11
2,非常完美,56,0,j***i,,0,5,2017-01-16 10:24:27
2,还能夏天用,62,0,j***f,山东,0,5,2017-01-15 20:41:38
4,好好好好好用,61,0,1***p,,0,5,2017-01-11 13:24:59
2,很好用南方办公室用起来很适合,105,0,睿***鹏,吉林,0,5,2017-01-12 19:29:44
4,不错，小孩子洗澡的时候用,61,0,j***d,福建,0,5,2016-12-01 09:53:51
4,外观很漂亮，风也很大，噪音小，，很热，洗澡再也不怕冷了，快递小哥也很快，服务态度很好,61,0,j***s,山东,0,5,2016-10-28 20:25:03
2,还不错，热的很快,56,0,a***9,,0,5,2016-11-11 12:33:42
2,给老人买的放洗手间用，说很好。,105,0,j***g,广东,0,5,2016-12-30 13:05:51
4,实用,56,0,j***0,,0,5,2017-01-09 13:21:24
4,热得快，小巧，希望能用的时间久一点,61,0,遇***境,,0,5,2016-11-11 22:24:51
0,不错,62,0,m***0,,0,5,2016-12-25 11:18:52
2,可以,56,0,j***l,四川,0,5,2017-01-13 19:23:58
0,用着感觉不错，热度适中，外观很时尚。,62,0,低***着,,0,5,2017-01-12 11:15:17
4,质量还不错，好评！,62,0,h***1,浙江,0,5,2017-01-05 15:06:29
4,宝宝洗澡时放在卫生间暖和多了好用,105,0,零***8,河北,0,5,2016-12-19 19:45:19
2,非常好的产品 妈妈用了很喜欢,62,0,j***2,天津,0,5,2017-01-12 21:25:23
4,好。。。。。。。。。。。。。。。。,62,0,b***3,广东,0,5,2017-01-14 21:34:44
4,非常好用，放在卫生间里，因为空间不大，所以加热升温非常快，在家里给宝宝洗澡没有问题，也不怕寒冷了！,61,0,1***p,,0,5,2016-11-12 11:23:11
4,非常满意，东东确实不错。还会光临，老板生意兴隆，火火火。,56,0,j***v,,0,5,2017-01-13 20:49:08
2,挺好,61,0,j***d,广东,0,5,2016-11-09 23:17:35
4,东西很好，起暖超快，而且京东配送更是没话说，昨天下午下的单，今天下午就到了！,56,0,j***6,,0,5,2017-01-15 16:09:23
2,OKOKOK。   OK,61,0,j***b,,0,5,2016-11-10 21:42:35
4,效果不错啊，很满意，支持啊,61,0,j***7,山东,0,5,2016-11-22 10:06:24
4,制热非常快，外观小巧，非常喜欢,56,0,j***i,江西,0,5,2017-01-15 11:53:26
4,。。。。。。。。。。。。。。。,61,0,小***w,陕西,1,5,2016-11-01 23:03:02
4,不错，来热快,56,0,w***9,,0,5,2017-01-14 10:11:43
4,收到了，京东的东西确实不错,56,0,j***1,,0,5,2017-01-09 19:25:15
2,给宝宝洗澡的时候用的，感觉不错。回来就试了一下,62,0,j***m,四川,0,5,2017-01-16 02:35:27
4,活动奖品,105,0,m***y,广西,0,5,2017-01-09 17:28:43
2,实用，温度起来很快,62,0,x***5,湖北,0,5,2016-11-22 18:25:01
4,感觉风力不大，还是浴室大，效果不太好,105,0,别***结,北京,0,5,2016-12-18 22:08:28
2,诶诶诶,61,0,晴***-,,0,5,2017-01-13 20:16:38
4,不错 老婆怀孕，晚上睡觉还挺暖和,105,0,2***瞧,,0,5,2017-01-12 15:04:06
4,好用！,62,0,h***h,河北,0,5,2016-10-30 16:38:42
2,好评 还是不错！就是便宜点就很好了,105,0,柏***空,北京,0,5,2017-01-14 10:27:40
2,很不错，很快就将房间暖和了,62,0,廷***妈,北京,0,5,2016-12-10 10:13:45
4,风很大，升温快，很好用哦,62,0,z***0,福建,0,5,2016-12-28 14:09:31
2,好用，热风来的快,62,0,j***m,,0,5,2016-10-20 02:23:21
4,好用，宝宝洗澡不怕冷了,56,0,j***g,,0,5,2017-01-08 19:20:13
4,很实用，给宝宝洗澡再也不怕冷了,61,0,j***n,,0,5,2016-12-28 22:19:49
4,第二次購買，一樣甘好用，買給媽媽爸爸,56,0,Q***I,,0,5,2017-01-15 22:13:44
2,价格不贵～但不是太实用～可以使用的面积太小～在小小的卫生间使用，起到的作用是不冷，但不会说暖烘烘的～小孩洗澡换衣服，要调好角度，近一点对着吹才有用～性价比一般～可能竖着放的那种暖风机比较实用些,61,0,红***汤,,0,3,2016-11-29 18:38:34
22,不错，值得拥有,56,0,K***h,,0,5,2017-01-07 22:03:28
2,还可以，小巧，大品牌，大京东，服务好，希望不要掉价,105,0,偏***年,江苏,0,5,2017-01-13 10:17:03
2,宝贝已经收到了，寄给妈妈的，因为老家镇区比较偏，妈妈说送货很快，而且这是第一次有快递送货上门，为京东物流点赞,61,0,Cassie8890,广东,0,5,2017-01-11 11:52:27
2,很好用,105,0,Z***仔,广东,0,5,2017-01-01 11:17:53
2,不错，美观好用,105,0,识***文,广东,0,5,2016-11-21 13:37:07
4,很好用,62,0,公***袁,江苏,0,5,2016-12-05 07:44:19
3,东西不错！风也够大够暖和。买来给宝宝洗澡用的！,61,0,jd_139700yep,广东,1,5,2016-12-03 23:22:37
4,还不错,62,0,z***e,山东,0,5,2017-01-15 10:06:24
0,蛮小的，因为壁挂式打洞不适合我家卫生间，这个小小的挺方便的，开了不是说非常暖和到什么惊艳的地步，但是相对来说，不冷了，否则冬天洗澡实在是太辛苦了,61,0,T***9,,0,4,2016-12-24 09:56:39
4,质量很好 用着很不错,56,0,H***z,,0,5,2017-01-08 13:39:04
2,特别好,105,0,蔓***i,,0,5,2017-01-12 13:48:40
2,象个小型空调，出风口硬塑料的而且间隙小，放在床上都安全，对有宝宝的家庭也适用,62,0,j***粥,广东,0,5,2016-12-29 10:45:14
4,非常好！宝贝小巧，老人家用方便，快捷，温度到顶会自动关电，京东的服务顶呱呱，上午下单，下午到货，?,61,0,岁月静好-燕子,浙江,0,5,2017-01-13 08:12:14
4,还不错，京东送货真的速度现在都不爱逛什么宝**了,61,0,浅***9,广东,0,5,2017-01-04 12:28:20
4,真挺不错的，打开后立即有暖风，声音不算太大,105,0,我***恶,河北,0,5,2017-01-11 21:59:15
22,还可以，没试过，刚拿到，和网上一模一样,56,0,o***G,,0,5,2017-01-14 14:16:23
4,很好用,61,0,j***d,,0,5,2017-01-13 21:12:15
0,非常满意,62,0,r***1,上海,0,5,2017-01-05 14:29:39
4,henhaoyong,62,0,吴***1,辽宁,0,5,2016-10-31 12:40:31
4,效果还可以，就是晚上噪音大,105,0,1***2,北京,0,5,2017-01-03 18:32:01
4,京东的东西信得过，质量好。,105,0,j***j,,0,5,2017-01-13 16:01:12
4,虽小发热强大，可以可以,61,0,j***q,,0,5,2017-01-12 08:36:37
2,热风很快，年后装上看看,105,0,c***3,江苏,0,5,2017-01-09 07:55:15
0,因为办公室是临时改装的，没有空调，现在天天放办公室桌下吹，很暖和。,105,0,e***t,,0,5,2017-01-03 20:03:11
4,东西不错，快递也很快的啊，,61,0,j***u,,0,5,2016-11-11 20:31:23
4,效果不错，很精致喜欢,61,0,k***2,山东,0,5,2016-11-11 01:00:24
4,好,62,0,佛***少,,0,5,2017-01-15 19:30:05
2,东西不错，物流很快！,105,0,形***鱼,上海,0,5,2017-01-08 21:48:03
4,不错,56,0,那***街,,0,5,2016-12-03 23:14:12
0,还可以,56,0,a***0,,0,4,2017-01-15 22:09:47
4,可以,56,0,j***z,,0,5,2017-01-10 10:21:22
2,送货快 服务好 质量也不错。以后都用jd,62,0,简***安,,0,5,2016-12-28 23:46:55
2,宝贝不错。用了好久才来评价的,61,0,雨***u,江苏,0,5,2016-10-30 20:03:14
2,好,62,0,-博-轩-,安徽,0,5,2016-12-12 20:16:44
4,很好,62,0,大***爸,,0,5,2017-01-15 12:49:14
4,很好很好很好很好很好很好呵呵,105,0,咪***咪,北京,0,5,2017-01-14 07:11:40
4,很好，很喜欢！,56,0,j***h,河南,0,5,2016-12-29 18:47:36
0,非常好用的 第二次购买 快递师傅也送货及时,105,0,j***2,上海,0,5,2016-12-07 22:19:59
4,热的挺快，使着方便，很好用,61,0,1***p,,0,5,2016-12-28 10:27:27
2,风力很大，就是有点耗电,56,0,j***w,,0,5,2016-12-12 10:09:03
4,用了一段时间了，挺好用的，位置少，效果好！,62,0,T***o,广东,0,5,2016-10-31 13:22:09
2,外观漂亮，加热也快,61,0,minado,,0,5,2017-01-12 07:29:08
2,非常好用，宝贝洗澡就可以用，效果好！,105,0,林***J,四川,0,5,2016-12-01 14:45:50
2,还行吧,61,0,l***u,江苏,0,5,2016-11-24 21:34:06
21,很好用，暖暖得,56,0,p***Z,,0,5,2016-11-11 00:39:56
0,很好 没发现什么问题！！,105,0,j***0,重庆,0,5,2016-12-08 15:10:38
2,好,105,0,j***c,陕西,0,5,2017-01-14 22:23:49
2,好用,62,0,流***桥,湖北,0,5,2017-01-09 17:43:38
4,挺好用的   风也大也暖,56,0,j***e,,0,5,2016-11-12 15:32:40
2,挺好的,61,0,j***3,江苏,0,5,2017-01-14 09:00:33
4,东西不错，小小的卫生间很快就暖和,105,0,李***包,,0,5,2016-11-01 21:05:34
2,给我家小宝贝洗澡准备的，浴霸还不够温暖，有了这个，再也不怕冷了,62,0,么***晏,四川,0,5,2016-11-27 21:55:11
2,宝贝很好用！可以说是价廉物美！,56,0,j***q,,0,5,2017-01-13 15:33:16
4,可以可以,105,0,张***力,云南,0,5,2017-01-14 14:02:04
2,还不错,62,0,j***q,,0,5,2017-01-15 22:28:33
2,还不错,105,0,j***m,浙江,0,5,2017-01-13 15:37:38
0,设计合理，有一个可以手拿 的地方,62,0,g***n,,0,5,2016-12-28 22:58:02
0,非常热，很暖和，出风速度很快，家人很满意,61,0,j***t,,0,5,2017-01-02 16:32:11
4,一直在京东买，质量价格都不错！,105,0,s***i,江苏,0,5,2016-12-07 08:37:13
4,东西很好的。,61,0,jd_1339209,四川,0,5,2016-11-25 15:29:15
2,好，非常好,61,0,j***7,北京,0,5,2016-11-12 20:09:08
2,使用了有一阵子了，制热很快，比小太阳好多了！,62,0,j***a,,0,5,2016-11-24 08:36:27
4,东西很好还是品牌自营买的放心！,56,0,j***想,,0,5,2017-01-13 13:00:56
0,很瞹和,61,0,Q***9,,0,5,2016-12-13 20:18:47
2,试用中,62,0,j***4,四川,0,5,2017-01-14 21:28:09
4,浴室用，冬天再不怕冷了，打开立马就热了。,62,0,l***n,甘肃,0,5,2016-11-11 14:52:39
2,很不错，没什么味，加热也快,62,0,炊***绕,,0,5,2017-01-13 20:30:35
4,很不错  洗澡挺好用的  室内也挺好,61,0,玩***枪,,0,5,2017-01-12 07:48:47
4,东西还挺好看，但是，买过来就不能调温度啊，温度档坏了怎么回事,105,0,f***b,湖南,0,5,2016-11-11 20:47:25
2,还可以,61,0,j***e,,0,5,2016-12-28 09:09:26
4,出热快，没有买后悔,61,0,极***祖,,0,5,2017-01-14 19:50:51
4,暖风效果速度快，给宝宝洗澡很方便。,61,0,j***3,,0,5,2016-11-11 20:04:50
2,东西很好，美的的值得信赖,105,0,夺***肉,,0,5,2017-01-14 22:40:33
2,满意,105,0,j***k,上海,0,5,2016-12-12 08:16:11
2,颜值高，大品牌，很不错,62,0,ruiyisz2012,广东,0,5,2016-12-30 09:52:48
4,东西很不错，比浴霸好用多了，这款功率感觉用小卫生间足够了，但大一点的卫生间还需要功率大些的。另外，出风口的风向旋转真的太假了，基本没用，这种物理的功能稍微做好一点嘛，是基础型号，但这点还是可以提升的啊。,105,0,曦***祢,四川,0,4,2016-12-27 23:11:32
4,n很好   很不错哦\n，温度好好,56,0,乐***s,,0,5,2017-01-08 11:27:14
4,很满意,56,0,j***f,四川,0,5,2017-01-12 10:20:34
2,还行,61,0,j***r,,0,5,2016-12-17 13:59:35
4,给自己家里买的，风量不错,62,0,纯***教,陕西,0,5,2016-12-22 23:00:38
21,速度快，品质好,62,0,V***h,,0,5,2017-01-12 17:47:55
4,服务态度相当好，有问题能够及时解决。确保售后顾客放心够买,61,0,j***z,,0,5,2017-01-10 11:46:53
2,好好好好好好好好好好好好,61,0,C***8,,0,5,2016-11-25 22:53:10
2,很不错,61,0,w***6,广东,0,5,2016-11-11 10:57:37
2,送货很准时，跟描述的一样！,105,0,j***8,,0,5,2016-12-28 09:55:16
2,很好,62,0,s***o,四川,0,5,2016-12-03 00:11:02
